times,wx (rad/s),wy (rad/s),wz (rad/s),GaitPhase
13.535,-0.13,-0.35,0.243483549958716,step
13.535,-0.13,-0.33,0.24169631259795,step
13.536,-0.14,-0.31,0.239806420960598,step
13.541,-0.14,-0.29,0.237807506652974,step
13.542,-0.15,-0.28,0.235693765980568,step
13.543,-0.16,-0.27,0.233459981675517,step
13.547,-0.17,-0.26,0.231101542145512,step
13.548,-0.17,-0.26,0.228614458164992,step
13.55,-0.17,-0.26,0.225995376939406,step
13.552,-0.16,-0.26,0.223241593483137,step
13.557,-0.15,-0.25,0.220351059261555,step
13.56,-0.14,-0.24,0.217322388057839,step
13.561,-0.12,-0.23,0.214154859035872,step
13.562,-0.11,-0.21,0.210848416981617,step
13.565,-0.1,-0.19,0.207403669716574,step
13.568,-0.08,-0.17,0.203821882688169,step
13.571,-0.07,-0.15,0.200104970753109,step
13.574,-0.06,-0.13,0.196255487180856,step
13.574,-0.05,-0.12,0.192276609915312,step
13.576,-0.05,-0.1,0.188172125143463,step
13.58,-0.05,-0.1,0.183946408230003,step
13.583,-0.05,-0.09,0.17960440208678,step
13.584,-0.05,-0.1,0.175151593055071,step
13.586,-0.06,-0.1,0.170593984387348,step
13.592,-0.06,-0.11,0.165938067423124,step
13.593,-0.06,-0.12,0.161190790560975,step
13.595,-0.07,-0.13,0.156359526135748,step
13.597,-0.06,-0.13,0.151452035316746,step
13.598,-0.06,-0.14,0.146476431149392,step
13.601,-0.05,-0.14,0.141441139869889,step
13.604,-0.04,-0.14,0.136354860629297,step
13.608,-0.04,-0.14,0.131226523770023,step
13.609,-0.03,-0.14,0.126065247803338,step
13.61,-0.02,-0.14,0.120880295240988,step
13.613,-0.02,-0.15,0.115681027437035,step
13.618,-0.03,-0.15,0.110476858597681,step
13.621,-0.03,-0.16,0.105277209117215,step
13.623,-0.03,-0.17,0.100091458397954,step
13.631,-0.04,-0.18,0.09492889731169,step
13.632,-0.05,-0.2,0.089798680460449,step
13.632,-0.06,-0.22,0.084709778395573,step
13.633,-0.07,-0.25,0.079670929956568,step
13.633,-0.08,-0.28,0.074690594894804,step
13.634,-0.08,-0.3,0.069776906951978,step
13.637,-0.09,-0.33,0.064937627568948,step
13.654,-0.09,-0.36,0.06018010040657,step
13.655,-0.09,-0.39,0.055511206865895,step
13.656,-0.08,-0.42,0.05093732279978,step
13.656,-0.07,-0.43,0.046464276611261,step
13.657,-0.06,-0.43,0.042097308935528,step
13.657,-0.05,-0.43,0.037841034101854,step
13.657,-0.04,-0.41,0.033699403569382,step
13.658,-0.03,-0.39,0.029675671526291,step
13.658,-0.01,-0.35,0.025772362835148,step
13.661,-0.01,-0.32,0.021991243497619,step
13.664,0,-0.28,0.0183332937989,step
13.667,0.01,-0.25,0.014798684276191,step
13.668,0.02,-0.22,0.011386754636621,step
13.67,0.03,-0.19,0.008095995728664,step
13.675,0.04,-0.17,0.004924034647964,step
13.676,0.04,-0.16,0.001867623034374,step
13.679,0.03,-0.16,-0.001077371406818,step
13.68,0.03,-0.15,-0.00391597014942,step
13.682,0.02,-0.15,-0.006654085867646,step
13.685,0.02,-0.14,-0.00929852126436,step
13.691,0.01,-0.13,-0.011856964753179,step
13.693,0.01,-0.12,-0.014337983055947,step
13.693,0.01,-0.11,-0.016751010789571,step
13.695,0.01,-0.1,-0.019106337126771,step
13.697,0.02,-0.09,-0.021415089624073,step
13.701,0.02,-0.08,-0.023689215317637,step
13.703,0.05,-0.06,-0.025941459193502,step
13.704,0.06,-0.05,-0.028185340144082,step
13.707,0.07,-0.03,-0.030435124527213,step
13.709,0.08,-0.02,-0.032705797448107,step
13.714,0.1,-0.01,-0.035013031887929,step
13.715,0.1,-0.01,-0.037373155805634,step
13.717,0.11,-0.01,-0.039803117342005,step
13.719,0.12,-0.02,-0.042320448256597,step
13.721,0.12,-0.04,-0.044943225729509,step
13.725,0.12,-0.06,-0.047690032660513,step
13.727,0.12,-0.08,-0.050579916597994,step
13.729,0.12,-0.1,-0.053632347429236,step
13.73,0.11,-0.13,-0.056867173961346,step
13.733,0.11,-0.15,-0.060304579518332,step
13.737,0.1,-0.17,-0.063965036674243,step
13.746,0.1,-0.21,-0.067869261235032,step
13.747,0.1,-0.23,-0.07203816557323,step
13.748,0.1,-0.24,-0.076492811410192,step
13.749,0.11,-0.27,-0.081254362131231,step
13.749,0.12,-0.28,-0.086344034710243,step
13.753,0.13,-0.29,-0.091783051312959,step
13.754,0.15,-0.3,-0.097592590642369,step
13.755,0.17,-0.31,-0.103793739086221,step
13.769,0.19,-0.31,-0.110407441724889,step
13.77,0.2,-0.32,-0.11745445325816,step
13.77,0.22,-0.32,-0.124955288911638,step
13.771,0.23,-0.32,-0.132930175387276,step
13.771,0.24,-0.32,-0.141399001927943,step
13.771,0.25,-0.32,-0.150381271572499,step
13.774,0.26,-0.32,-0.159896052685015,step
13.776,0.26,-0.32,-0.169961930849071,step
13.777,0.26,-0.32,-0.180596961225131,step
13.778,0.26,-0.32,-0.19181862147572,step
13.781,0.26,-0.31,-0.203643765369113,step
13.785,0.26,-0.31,-0.216088577176867,step
13.787,0.25,-0.32,-0.22916852698349,step
13.792,0.25,-0.32,-0.242898327027576,step
13.794,0.24,-0.33,-0.257291889192694,step
13.794,0.23,-0.33,-0.272362283763149,step
13.797,0.23,-0.34,-0.288121699554356,step
13.799,0.23,-0.35,-0.304581405520037,step
13.8,0.23,-0.37,-0.321751713928687,step
13.803,0.24,-0.39,-0.339641945189879,step
13.808,0.24,-0.41,-0.358260394397508,step
13.81,0.25,-0.44,-0.377614299642652,step
13.811,0.26,-0.46,-0.397709812134318,step
13.813,0.26,-0.49,-0.41855196815275,step
13.815,0.26,-0.52,-0.440144662847471,step
13.818,0.27,-0.55,-0.462490625881133,step
13.821,0.27,-0.58,-0.485591398910329,step
13.824,0.27,-0.61,-0.509447314885935,step
13.825,0.27,-0.64,-0.53405747914849,step
13.828,0.27,-0.68,-0.559419752288874,step
13.829,0.28,-0.72,-0.585530734741579,step
13.833,0.29,-0.75,-0.61238575307727,step
13.835,0.3,-0.79,-0.639978847963226,step
13.837,0.32,-0.83,-0.668302763764466,step
13.839,0.33,-0.86,-0.697348939764666,step
13.843,0.35,-0.9,-0.727107502994074,step
13.845,0.37,-0.92,-0.757567262661204,step
13.849,0.38,-0.94,-0.78871570619583,step
13.849,0.39,-0.97,-0.820538996922609,step
13.851,0.41,-0.99,-0.853021973396963,step
13.853,0.41,-1,-0.886148150447318,step
13.862,0.42,-1.02,-0.919899721979716,step
13.863,0.41,-1.04,-0.954257565611779,step
13.863,0.41,-1.06,-0.98920124921233,step
13.864,0.41,-1.07,-1.02470903943046,step
13.866,0.4,-1.09,-1.06075791230312,step
13.869,0.4,-1.11,-1.09732356603313,step
13.879,0.39,-1.13,-1.13438043602949,step
13.879,0.39,-1.15,-1.17190171229912,step
13.88,0.39,-1.17,-1.20985935927348,step
13.88,0.39,-1.19,-1.2482241381449,step
13.881,0.39,-1.22,-1.28696563177646,step
13.883,0.4,-1.24,-1.32605227223591,step
13.885,0.41,-1.27,-1.36545137098901,step
13.887,0.42,-1.29,-1.40512915177111,step
13.894,0.42,-1.32,-1.44505078613768,step
13.895,0.43,-1.35,-1.48518043167581,step
13.895,0.44,-1.38,-1.52548127283902,step
13.896,0.45,-1.4,-1.56591556434808,step
13.899,0.45,-1.43,-1.60644467708162,step
13.902,0.46,-1.46,-1.64702914636137,step
13.905,0.47,-1.49,-1.68762872251887,step
13.91,0.47,-1.51,-1.72820242361165,step
13.91,0.47,-1.53,-1.76870859013996,step
13.911,0.47,-1.55,-1.80910494159715,step
13.913,0.47,-1.56,-1.84934863467052,step
13.917,0.48,-1.57,-1.88939632289252,step
13.919,0.48,-1.58,-1.92920421752562,step
13.921,0.48,-1.59,-1.96872814944781,step
13.925,0.49,-1.59,-2.00792363178967,step
13.926,0.5,-1.59,-2.04674592305932,step
13.929,0.51,-1.58,-2.0851500904786,step
13.931,0.52,-1.56,-2.12309107324321,step
13.933,0.53,-1.55,-2.16052374541255,step
13.936,0.53,-1.52,-2.1974029781321,step
13.937,0.54,-1.5,-2.23368370089206,step
13.941,0.55,-1.47,-2.26932096153242,step
13.944,0.56,-1.44,-2.30426998471455,step
13.945,0.57,-1.4,-2.33848622859538,step
13.947,0.58,-1.37,-2.37192543946003,step
13.95,0.59,-1.34,-2.40454370409428,step
13.953,0.59,-1.3,-2.43629749970761,step
13.957,0.6,-1.27,-2.46714374125179,step
13.959,0.61,-1.24,-2.49703982601686,step
13.959,0.61,-1.21,-2.52594367542666,step
13.962,0.61,-1.17,-2.55381377399784,step
13.966,0.62,-1.15,-2.58060920546954,step
13.968,0.62,-1.13,-2.60628968615499,step
13.969,0.62,-1.12,-2.63081559560929,step
13.971,0.62,-1.13,-2.65414800474882,step
13.975,0.63,-1.14,-2.67624870159621,step
13.977,0.63,-1.16,-2.69708021485804,step
13.979,0.64,-1.19,-2.71660583557127,step
13.982,0.65,-1.23,-2.73478963707657,step
13.983,0.66,-1.25,-2.75159649359242,step
13.986,0.67,-1.27,-2.76699209767368,step
13.992,0.69,-1.28,-2.78094297684212,step
13.993,0.71,-1.28,-2.79341650967595,step
13.994,0.73,-1.27,-2.80438094164073,step
13.995,0.76,-1.25,-2.81380540093688,step
13.998,0.78,-1.24,-2.82165991462921,step
14.004,0.81,-1.22,-2.82791542531313,step
14.005,0.83,-1.2,-2.83254380856003,step
14.013,0.87,-1.18,-2.83551789137206,step
14.014,0.9,-1.16,-2.83681147186362,swing
14.014,0.94,-1.14,-2.83639934037406,swing
14.015,0.97,-1.12,-2.83425730220184,swing
14.016,1,-1.1,-2.83036220213422,swing
14.017,1.01,-1.09,-2.82469195092817,swing
14.02,1.02,-1.08,-2.81722555387712,swing
14.032,1.03,-1.07,-2.80794314157411,swing
14.033,1.02,-1.06,-2.79682600295533,swing
14.033,1.02,-1.06,-2.7838566206776,swing
14.033,1,-1.05,-2.76901870885023,swing
14.034,0.99,-1.04,-2.75229725310499,swing
14.034,0.98,-1.05,-2.73367855294836,swing
14.037,0.96,-1.05,-2.71315026629775,swing
14.041,0.95,-1.07,-2.69070145605877,swing
14.043,0.94,-1.09,-2.66632263855418,swing
14.044,0.93,-1.12,-2.64000583356771,swing
14.046,0.92,-1.16,-2.61174461571842,swing
14.05,0.91,-1.21,-2.58153416683381,swing
14.052,0.9,-1.28,-2.54937132894503,swing
14.053,0.89,-1.35,-2.51525465748497,swing
14.055,0.87,-1.45,-2.47918447423211,swing
14.059,0.85,-1.55,-2.44116291951026,swing
14.062,0.82,-1.65,-2.40119400312955,swing
14.064,0.78,-1.76,-2.35928365353705,swing
14.065,0.75,-1.85,-2.31543976464019,swing
14.068,0.72,-1.94,-2.26967223977175,swing
14.07,0.71,-2.01,-2.22199303228399,swing
14.076,0.7,-2.08,-2.1724161822903,swing
14.077,0.7,-2.16,-2.12095784911511,swing
14.078,0.71,-2.26,-2.06763633906381,swing
14.08,0.73,-2.4,-2.01247212818309,swing
14.083,0.74,-2.55,-1.95548787974507,swing
14.086,0.75,-2.73,-1.89670845625532,swing
14.089,0.76,-2.91,-1.83616092585209,swing
14.089,0.76,-3.12,-1.77387456303153,swing
14.093,0.75,-3.31,-1.70988084369812,swing
14.094,0.74,-3.51,-1.64421343459888,swing
14.099,0.72,-3.68,-1.57690817725235,swing
14.1,0.7,-3.84,-1.5080030665256,swing
14.102,0.68,-3.99,-1.43753822404363,swing
14.104,0.65,-4.11,-1.3655558666339,swing
14.108,0.63,-4.22,-1.29210027001324,swing
14.11,0.6,-4.31,-1.21721772791632,swing
14.113,0.57,-4.38,-1.14095650684405,swing
14.113,0.55,-4.43,-1.06336679657945,swing
14.116,0.53,-4.45,-0.984500656580028,swing
14.119,0.52,-4.46,-0.904411958312458,swing
14.123,0.5,-4.45,-0.823156323549846,swing
14.124,0.49,-4.43,-0.740791058608276,swing
14.125,0.49,-4.39,-0.657375084459315,swing
14.128,0.49,-4.34,-0.572968862622786,swing
14.131,0.5,-4.28,-0.48763431672108,swing
14.134,0.51,-4.22,-0.401434749564613,swing
14.137,0.53,-4.17,-0.3144347556386,swing
14.139,0.55,-4.11,-0.226700128873958,swing
14.145,0.57,-4.04,-0.138297765609227,swing
14.147,0.61,-3.98,-0.049295562684445,swing
14.147,0.64,-3.91,0.040237689349943,swing
14.149,0.68,-3.84,0.130232417877928,swing
14.15,0.73,-3.76,0.220618384633135,swing
14.152,0.78,-3.66,0.31132480674649,swing
14.155,0.82,-3.57,0.402280482232906,swing
14.167,0.87,-3.46,0.493413919667937,swing
14.169,0.92,-3.34,0.584653471750432,swing
14.169,0.97,-3.21,0.675927472393715,swing
14.169,1.01,-3.07,0.767164376936163,swing
14.169,1.05,-2.93,0.858292905012493,swing
14.171,1.1,-2.78,0.949242185579683,swing
14.173,1.14,-2.62,1.03994190354623,swing
14.174,1.18,-2.47,1.13032244741072,swing
14.176,1.22,-2.31,1.22031505727572,swing
14.179,1.25,-2.16,1.30985197256624,swing
14.183,1.29,-2,1.39886657874905,swing
14.185,1.31,-1.85,1.4872935523202,swing
14.186,1.34,-1.71,1.57506900330396,swing
14.189,1.36,-1.57,1.66213061448718,swing
14.192,1.38,-1.43,1.74841777659906,swing
14.197,1.4,-1.31,1.8338717186386,swing
14.198,1.42,-1.18,1.91843563255028,swing
14.199,1.43,-1.07,2.00205479145372,swing
14.201,1.44,-0.96,2.08467666064514,swing
14.203,1.46,-0.86,2.1662510006078,swing
14.208,1.47,-0.76,2.24672996129445,swing
14.209,1.48,-0.67,2.32606816697752,swing
14.21,1.49,-0.59,2.40422279100116,swing
14.214,1.5,-0.52,2.48115361981375,swing
14.214,1.5,-0.46,2.55682310570963,swing
14.219,1.51,-0.41,2.63119640776515,swing
14.221,1.52,-0.37,2.70424142051596,swing
14.224,1.51,-0.35,2.77592878998878,swing
14.225,1.51,-0.33,2.84623191677243,swing
14.227,1.51,-0.33,2.91512694588665,swing
14.231,1.51,-0.33,2.98259274328487,swing
14.235,1.49,-0.35,3.04861085890688,swing
14.235,1.48,-0.38,3.1131654762786,swing
14.237,1.46,-0.42,3.17624334873943,swing
14.242,1.44,-0.47,3.23783372246053,swing
14.244,1.41,-0.53,3.29792824650057,swing
14.245,1.39,-0.6,3.3565208702271,swing
14.247,1.36,-0.68,3.41360772851264,swing
14.249,1.33,-0.76,3.46918701519365,swing
14.251,1.29,-0.86,3.5232588453577,swing
14.255,1.26,-0.97,3.57582510709963,swing
14.258,1.23,-1.09,3.6268893034591,swing
14.259,1.2,-1.21,3.6764563853206,swing
14.26,1.17,-1.35,3.72453257612205,swing
14.264,1.14,-1.49,3.77112518927875,swing
14.268,1.11,-1.64,3.81624243928628,swing
14.269,1.08,-1.8,3.85989324751773,swing
14.271,1.06,-1.95,3.90208704377766,swing
14.279,1.03,-2.12,3.94283356471717,swing
14.28,1.01,-2.29,3.98214265025121,swing
14.28,0.99,-2.45,4.02002403915085,swing
14.28,0.97,-2.62,4.05648716501004,swing
14.281,0.95,-2.79,4.09154095380704,swing
14.284,0.93,-2.94,4.12519362429721,swing
14.286,0.91,-3.09,4.15745249248374,swing
14.295,0.9,-3.23,4.18832378141782,swing
14.296,0.88,-3.36,4.21781243757809,swing
14.296,0.87,-3.48,4.24592195507011,swing
14.296,0.86,-3.58,4.27265420887073,swing
14.299,0.85,-3.67,4.29800929831784,swing
14.302,0.84,-3.75,4.32198540201472,swing
14.305,0.84,-3.82,4.34457864527855,swing
14.307,0.83,-3.88,4.36578298121615,swing
14.31,0.83,-3.92,4.38559008645612,swing
14.311,0.83,-3.95,4.40398927250478,swing
14.315,0.83,-3.98,4.42096741362443,swing
14.316,0.83,-3.99,4.43650889205603,swing
14.318,0.83,-3.99,4.45059556132417,swing
14.321,0.84,-3.98,4.46320672827197,swing
14.323,0.85,-3.96,4.47431915437627,swing
14.328,0.85,-3.93,4.4839070767913,swing
14.33,0.86,-3.88,4.49194224946107,swing
14.332,0.87,-3.83,4.49839400452928,swing
14.332,0.88,-3.77,4.50322933415984,swing
14.336,0.89,-3.69,4.50641299276179,swing
14.339,0.91,-3.61,4.5079076194908,swing
14.342,0.92,-3.53,4.50767388077543,swing
14.343,0.95,-3.44,4.50567063249,swing
14.345,0.97,-3.34,4.50185510127026,swing
14.347,0.99,-3.24,4.49618308434127,swing
14.352,1.02,-3.13,4.48860916710322,swing
14.352,1.05,-3.02,4.47908695759928,swing
14.355,1.08,-2.91,4.46756933687219,swing
14.358,1.11,-2.8,4.45400872410458,swing
14.359,1.14,-2.69,4.43835735533151,swing
14.363,1.16,-2.57,4.42056757441475,swing
14.366,1.18,-2.46,4.4005921348753,swing
14.369,1.19,-2.35,4.37838451109618,swing
14.37,1.2,-2.24,4.35389921732863,swing
14.372,1.22,-2.14,4.327092132865,swing
14.375,1.22,-2.04,4.29792083167823,swing
14.377,1.23,-1.95,4.2663449147728,swing
14.379,1.23,-1.86,4.23232634344532,swing
14.381,1.23,-1.77,4.19582977161561,swing
14.384,1.23,-1.7,4.15682287536025,swing
14.388,1.23,-1.63,4.11527667776349,swing
14.393,1.23,-1.56,4.07116586719228,swing
14.394,1.24,-1.51,4.02446910710683,swing
14.394,1.24,-1.45,3.97516933553319,swing
14.396,1.25,-1.4,3.92325405235186,swing
14.399,1.25,-1.36,3.86871559259506,swing
14.402,1.25,-1.32,3.81155138399616,swing
14.402,1.24,-1.28,3.75176418709633,swing
14.406,1.23,-1.24,3.68936231628772,swing
14.42,1.22,-1.2,3.62435984025603,swing
14.42,1.2,-1.17,3.55677676037963,swing
14.421,1.17,-1.13,3.48663916574436,swing
14.421,1.14,-1.08,3.4139793635424,swing
14.421,1.1,-1.02,3.3388359837397,swing
14.421,1.07,-0.97,3.26125405701795,swing
14.429,1.02,-0.9,3.18128506512423,swing
14.43,0.97,-0.84,3.09898696289328,swing
14.43,0.92,-0.77,3.01442417134251,swing
14.43,0.86,-0.7,2.92766754137816,swing
14.431,0.8,-0.64,2.838794287791,swing
14.435,0.74,-0.57,2.74788789336134,swing
14.438,0.67,-0.5,2.65503798303537,swing
14.441,0.6,-0.43,2.56034016827686,swing
14.441,0.53,-0.35,2.4638958618395,swing
14.444,0.46,-0.27,2.36581206334523,swing
14.448,0.39,-0.2,2.26620111619276,swing
14.45,0.33,-0.12,2.16518043645881,swing
14.45,0.29,-0.05,2.06287221459294,swing
14.453,0.25,0,1.95940309084621,swing
14.457,0.21,0.05,1.85490380551389,swing
14.459,0.2,0.08,1.74950882521636,swing
14.464,0.18,0.1,1.64335594658825,swing
14.465,0.17,0.1,1.53658587889687,swing
14.465,0.16,0.08,1.42934180726454,swing
14.468,0.16,0.06,1.32176893832626,swing
14.472,0.15,0.04,1.21401403031189,swing
14.474,0.15,0,1.10622490969865,swing
14.475,0.13,-0.04,0.998549976733261,swing
14.478,0.11,-0.09,0.891137702269755,swing
14.48,0.09,-0.14,0.784136118507488,swing
14.485,0.05,-0.2,0.677692306339014,swing
14.487,0,-0.26,0.571951882128242,swing
14.487,-0.05,-0.32,0.467058486831483,swing
14.489,-0.11,-0.38,0.363153280445694,swing
14.493,-0.18,-0.44,0.260374444816553,swing
14.496,-0.24,-0.5,0.158856697861555,swing
14.5,-0.31,-0.57,0.058730822258291,swing
14.5,-0.37,-0.64,-0.039876788385963,swing
14.503,-0.44,-0.73,-0.136844562931318,swing
14.505,-0.49,-0.83,-0.232056162811632,swing
14.508,-0.54,-0.93,-0.325400866118069,swing
14.509,-0.58,-1.05,-0.416773923082957,swing
14.51,-0.62,-1.18,-0.506076880570803,swing
14.513,-0.64,-1.31,-0.59321787339339,swing
14.515,-0.66,-1.44,-0.678111880498938,swing
14.519,-0.67,-1.56,-0.760680944337607,swing
14.525,-0.68,-1.67,-0.840854351972986,swing
14.526,-0.68,-1.77,-0.918568776788174,swing
14.526,-0.69,-1.85,-0.993768379922377,swing
14.528,-0.69,-1.91,-1.06640487086715,swing
14.531,-0.69,-1.95,-1.13643752694838,swing
14.534,-0.7,-1.97,-1.20383317171923,swing
14.535,-0.71,-1.97,-1.26856611258885,swing
14.537,-0.72,-1.96,-1.33061803831108,swing
14.541,-0.72,-1.92,-1.38997787725456,swing
14.543,-0.73,-1.87,-1.44664161767108,swing
14.546,-0.74,-1.81,-1.50061209146979,swing
14.546,-0.76,-1.74,-1.55189872329233,swing
14.549,-0.77,-1.65,-1.60051724696477,swing
14.551,-0.79,-1.56,-1.64648939167775,swing
14.555,-0.81,-1.45,-1.68984254051428,swing
14.564,-0.82,-1.33,-1.73060936420554,swing
14.565,-0.83,-1.19,-1.76882743324684,swing
14.565,-0.84,-1.03,-1.80453881174741,swing
14.566,-0.84,-0.84,-1.83778963661579,swing
14.567,-0.82,-0.59,-1.86862968589347,swing
14.569,-0.76,-0.28,-1.89711194023703,swing
14.57,-0.65,0.1,-1.92329214170599,swing
14.585,-0.49,0.57,-1.94722835412816,swing
14.586,-0.27,1.11,-1.96898052937412,swing
14.586,-0.05,1.61,-1.98861008386039,swing
14.586,0.15,1.96,-2.00617948950144,swing
14.586,0.27,2.03,-2.02175188312719,swing
14.587,0.34,1.82,-2.03539069806655,swing
14.587,0.36,1.43,-2.04715932116748,swing
14.592,0.33,0.99,-2.05712077799454,swing
14.594,0.21,0.63,-2.06533744834059,swing
14.594,0,0.44,-2.07187081354393,swing
14.598,-0.26,0.42,-2.07678123644975,swing
14.599,-0.55,0.53,-2.08012777422598,swing
14.603,-0.8,0.67,-2.08196802366127,swing
14.607,-0.98,0.79,-2.08235799805368,step
14.608,-1.07,0.86,-2.08135203435306,step
14.61,-1.12,0.85,-2.07900272884996,step
14.612,-1.14,0.73,-2.07536089940919,step
14.615,-1.13,0.51,-2.07047557202084,step
14.618,-1.13,0.21,-2.06439398928075,step
14.62,-1.13,-0.15,-2.05716163831183,step
14.621,-1.17,-0.53,-2.04882229559393,step
14.625,-1.22,-0.88,-2.0394180861808,step
14.627,-1.3,-1.2,-2.02898955484572,step
14.629,-1.38,-1.46,-2.01757574680801,step
14.631,-1.46,-1.67,-2.00521429584477,step
14.633,-1.52,-1.82,-1.99194151777606,step
14.636,-1.55,-1.93,-1.97779250751723,step
14.641,-1.55,-2.01,-1.96280123810645,step
14.642,-1.51,-2.08,-1.94700066032597,step
14.643,-1.44,-2.17,-1.93042280173346,step
14.645,-1.34,-2.28,-1.91309886409519,step
14.647,-1.22,-2.4,-1.8950593183648,step
14.652,-1.08,-2.52,-1.876333996477,step
14.654,-0.96,-2.64,-1.8569521793298,step
14.659,-0.84,-2.74,-1.83694268041398,step
14.66,-0.75,-2.81,-1.81633392461989,step
14.661,-0.67,-2.86,-1.79515402181334,step
14.663,-0.63,-2.88,-1.77343083482689,step
14.665,-0.61,-2.87,-1.75119204156223,step
14.667,-0.61,-2.85,-1.72846519094577,step
14.669,-0.63,-2.8,-1.70527775252284,step
14.678,-0.67,-2.74,-1.68165715951805,step
14.679,-0.71,-2.64,-1.65763084523101,step
14.68,-0.75,-2.53,-1.6332262726789,step
14.68,-0.79,-2.4,-1.6084709574394,step
14.682,-0.83,-2.26,-1.58339248369178,step
14.684,-0.86,-2.12,-1.55801851349709,step
14.686,-0.88,-1.96,-1.53237678940336,step
14.702,-0.88,-1.79,-1.5064951305045,step
14.703,-0.88,-1.61,-1.48040142212365,step
14.703,-0.86,-1.43,-1.45412359933049,step
14.704,-0.84,-1.25,-1.4276896245382,step
14.704,-0.82,-1.07,-1.40112745945826,step
14.704,-0.79,-0.88,-1.37446503172091,step
14.705,-0.77,-0.69,-1.34773019649641,step
14.705,-0.76,-0.5,-1.32095069347812,step
14.709,-0.76,-0.31,-1.29415409961367,step
14.711,-0.76,-0.11,-1.26736777799708,step
14.714,-0.78,0.09,-1.24061882336103,step
14.715,-0.79,0.29,-1.21393400463687,step
14.717,-0.81,0.48,-1.1873397050769,step
14.72,-0.83,0.67,-1.16086186046092,step
14.725,-0.84,0.84,-1.13452589593322,step
14.726,-0.84,1,-1.10835666203844,step
14.727,-0.84,1.14,-1.08237837054114,step
14.729,-0.84,1.26,-1.05661453062582,step
14.732,-0.84,1.36,-1.03108788607917,step
14.736,-0.83,1.44,-1.00582035405472,step
14.737,-0.83,1.5,-0.980832966011732,step
14.741,-0.82,1.53,-0.956145811404776,step
14.742,-0.82,1.54,-0.931777984679245,step
14.744,-0.82,1.53,-0.907747536100836,step
14.748,-0.82,1.51,-0.884071426915406,step
14.749,-0.82,1.47,-0.860765489299037,step
14.752,-0.84,1.41,-0.837844391517163,step
14.753,-0.86,1.32,-0.81532160866615,step
14.757,-0.89,1.21,-0.793209399320996,step
14.759,-0.92,1.08,-0.771518788359002,step
14.761,-0.96,0.94,-0.750259556171307,step
14.763,-1,0.78,-0.729440234412268,step
14.765,-1.04,0.63,-0.709068108371015,step
14.769,-1.09,0.47,-0.689149225980487,step
14.774,-1.13,0.33,-0.669688413407372,step
14.775,-1.18,0.2,-0.650689297092342,step
14.775,-1.21,0.08,-0.63215433203469,step
14.778,-1.23,-0.02,-0.614084836040072,step
14.781,-1.24,-0.1,-0.596481029575869,step
14.784,-1.23,-0.14,-0.579342080807421,step
14.785,-1.2,-0.16,-0.562666155321866,step
14.787,-1.16,-0.18,-0.546450469986694,step
14.795,-1.1,-0.19,-0.530691350339221,step
14.796,-1.03,-0.19,-0.51538429086288,step
14.796,-0.95,-0.19,-0.500524017477638,step
14.798,-0.87,-0.19,-0.486104551556138,step
14.799,-0.79,-0.19,-0.47211927477485,step
14.802,-0.71,-0.18,-0.458560994121109,step
14.805,-0.64,-0.18,-0.445422006402105,step
14.82,-0.57,-0.16,-0.43269416163991,step
14.822,-0.53,-0.13,-0.420368924786098,step
14.822,-0.5,-0.1,-0.408437435248623,step
14.822,-0.48,-0.05,-0.396890563790522,step
14.823,-0.47,0,-0.385718966432415,step
14.823,-0.48,0.06,-0.37491313506654,step
14.824,-0.49,0.13,-0.364463444567182,step
14.824,-0.5,0.2,-0.354360196259185,step
14.826,-0.53,0.27,-0.344593657681111,step
14.83,-0.55,0.34,-0.33515409865144,step
14.831,-0.57,0.41,-0.32603182371361,step
14.833,-0.59,0.48,-0.317217201097937,step
14.836,-0.6,0.54,-0.308700688394213,step
14.838,-0.62,0.6,-0.300472855177289,step
14.843,-0.62,0.66,-0.292524402868034,step
14.844,-0.61,0.72,-0.284846182142891,step
14.845,-0.61,0.77,-0.277429208225865,step
14.848,-0.6,0.81,-0.270264674406194,step
14.85,-0.59,0.85,-0.263343964123111,step
14.853,-0.57,0.87,-0.256658661946219,step
14.858,-0.56,0.89,-0.250200563756859,step
14.859,-0.55,0.89,-0.243961686403607,step
14.86,-0.54,0.89,-0.237934277065356,step
14.861,-0.54,0.86,-0.232110822510447,step
14.865,-0.53,0.83,-0.226484058392032,step
14.867,-0.53,0.79,-0.221046978670174,step
14.869,-0.54,0.74,-0.215792845201454,step
14.871,-0.54,0.69,-0.210715197488594,step
14.874,-0.54,0.63,-0.205807862537042,step
14.876,-0.55,0.58,-0.20106496472386,step
14.879,-0.55,0.53,-0.196480935547697,step
14.882,-0.54,0.48,-0.192050523098107,step
14.883,-0.53,0.43,-0.187768801058654,step
14.885,-0.51,0.39,-0.183631177041534,step
14.891,-0.5,0.36,-0.179633400041993,step
14.892,-0.48,0.33,-0.175771566798737,step
14.894,-0.47,0.3,-0.17204212685189,step
14.895,-0.45,0.28,-0.168441886102781,step
14.898,-0.43,0.26,-0.164968008699457,step
14.901,-0.41,0.25,-0.161618017097646,step
14.904,-0.4,0.24,-0.158389790178005,step
14.906,-0.39,0.24,-0.155281559335832,step
14.907,-0.38,0.24,-0.152291902497822,step
14.911,-0.38,0.25,-0.149419736060383,step
14.914,-0.38,0.26,-0.146664304784333,step
14.916,-0.38,0.27,-0.144025169720003,step
