times,wx (rad/s),wy (rad/s),wz (rad/s),GaitPhase
9.453,-0.01,-0.27,0.017558847785479,step
9.456,-0.01,-0.27,0.016808982710779,step
9.459,-0.02,-0.26,0.016082048831145,step
9.462,-0.02,-0.25,0.015374854264354,step
9.462,-0.02,-0.24,0.014683751155833,step
9.465,-0.02,-0.24,0.014004630504423,step
9.468,-0.01,-0.24,0.013332919352244,step
9.472,0,-0.24,0.012663580462474,step
9.475,0,-0.25,0.011991114593542,step
9.475,0.01,-0.25,0.011309565461437,step
9.477,0.01,-0.26,0.010612527464089,step
9.48,0.02,-0.26,0.009893156223181,step
9.483,0.02,-0.26,0.009144181979333,step
9.486,0.02,-0.26,0.00835792585628,step
9.488,0.02,-0.26,0.007526318988446,step
9.49,0.01,-0.26,0.006640924484485,step
9.492,0,-0.25,0.005692962176824,step
9.496,-0.01,-0.25,0.004673336084326,step
9.498,-0.02,-0.24,0.003572664492114,step
9.499,-0.03,-0.23,0.002381312530083,step
9.501,-0.04,-0.23,0.001089427109978,step
9.504,-0.04,-0.23,-0.000313025939577,step
9.511,-0.05,-0.22,-0.001836222719811,step
9.512,-0.05,-0.23,-0.003490440287175,step
9.512,-0.05,-0.23,-0.005286014068972,step
9.52,-0.04,-0.23,-0.007233293892956,step
9.521,-0.04,-0.23,-0.009342598863945,step
9.522,-0.03,-0.23,-0.011624171327282,step
9.522,-0.03,-0.24,-0.014088130163508,step
9.523,-0.02,-0.24,-0.016744423661236,step
9.537,-0.01,-0.24,-0.019602782216307,step
9.539,0,-0.24,-0.022672671105149,step
9.539,0,-0.24,-0.025963243579056,step
9.54,0.01,-0.23,-0.029483294523858,step
9.54,0.02,-0.23,-0.033241214926437,step
9.54,0.02,-0.23,-0.037244947385929,step
9.541,0.03,-0.23,-0.041501942903633,step
9.544,0.04,-0.23,-0.046019119181715,step
9.545,0.05,-0.22,-0.050802820656974,step
9.548,0.05,-0.22,-0.055858780492216,step
9.549,0.06,-0.21,-0.061192084743943,step
9.554,0.06,-0.2,-0.066807138920724,step
9.559,0.06,-0.19,-0.072707637141309,step
9.56,0.06,-0.18,-0.078896534094828,step
9.56,0.06,-0.17,-0.085376019996866,step
9.562,0.06,-0.17,-0.0921474987246,step
9.565,0.06,-0.16,-0.099211569301556,step
9.568,0.06,-0.17,-0.106568010887862,step
9.57,0.06,-0.17,-0.114215771414989,step
9.574,0.06,-0.17,-0.122152959984809,step
9.574,0.05,-0.18,-0.130376843131313,step
9.576,0.05,-0.18,-0.138883845019877,step
9.58,0.05,-0.19,-0.14766955163358,step
9.582,0.05,-0.2,-0.156728718969066,step
9.583,0.04,-0.2,-0.166055285236032,step
9.585,0.04,-0.2,-0.175642387024975,step
9.591,0.04,-0.2,-0.185482379377632,step
9.593,0.04,-0.2,-0.195566859664006,step
9.594,0.03,-0.2,-0.20588669513928,step
9.596,0.03,-0.2,-0.216432054023718,step
9.598,0.04,-0.21,-0.227192439919363,step
9.6,0.04,-0.21,-0.238156729349594,step
9.604,0.04,-0.21,-0.249313212181946,step
9.611,0.04,-0.21,-0.26064963467143,step
9.612,0.04,-0.21,-0.272153244841262,step
9.612,0.04,-0.22,-0.283810839900766,step
9.612,0.04,-0.22,-0.295608815386315,step
9.616,0.04,-0.22,-0.307533215700657,step
9.619,0.04,-0.22,-0.31956978571868,step
9.62,0.04,-0.21,-0.331704023123689,step
9.633,0.04,-0.22,-0.343921231137482,step
9.634,0.05,-0.21,-0.356206571309975,step
9.635,0.05,-0.21,-0.368545116039989,step
9.635,0.05,-0.2,-0.380921900508104,step
9.635,0.06,-0.19,-0.393321973715331,step
9.636,0.06,-0.19,-0.405730448337667,step
9.637,0.06,-0.18,-0.418132549126335,step
9.643,0.06,-0.18,-0.43051365960629,step
9.644,0.06,-0.18,-0.442859366850753,step
9.644,0.07,-0.18,-0.455155504136301,step
9.646,0.07,-0.19,-0.467388191310604,step
9.649,0.07,-0.2,-0.479543872732695,step
9.652,0.08,-0.21,-0.491609352672964,step
9.654,0.08,-0.21,-0.503571828086385,step
9.658,0.08,-0.22,-0.515418918697866,step
9.659,0.09,-0.23,-0.52713869436316,step
9.66,0.1,-0.22,-0.538719699692699,step
9.664,0.11,-0.22,-0.550150975948851,step
9.666,0.12,-0.21,-0.561422080249197,step
9.669,0.13,-0.19,-0.572523102129187,step
9.671,0.14,-0.17,-0.583444677536809,step
9.675,0.15,-0.15,-0.59417800034984,step
9.676,0.15,-0.13,-0.604714831523011,step
9.678,0.17,-0.11,-0.615047505988091,step
9.68,0.18,-0.09,-0.6251689374446,step
9.682,0.19,-0.07,-0.635072621192876,step
9.684,0.2,-0.05,-0.644752635174793,step
9.69,0.2,-0.04,-0.654203639400783,step
9.692,0.21,-0.03,-0.663420873954779,step
9.692,0.21,-0.01,-0.672400155780777,step
9.694,0.21,0,-0.681137874465258,step
9.697,0.22,0.02,-0.689630987237937,step
9.7,0.23,0.04,-0.697877013418502,step
9.702,0.24,0.06,-0.705874028538452,step
9.704,0.25,0.08,-0.713620658364441,step
9.708,0.26,0.09,-0.721116073042396,step
9.709,0.27,0.11,-0.728359981570515,step
9.712,0.28,0.12,-0.735352626794168,step
9.714,0.28,0.14,-0.742094781097479,step
9.716,0.29,0.15,-0.748587742945191,step
9.718,0.3,0.17,-0.754833334404883,step
9.721,0.31,0.18,-0.760833899754111,step
9.727,0.32,0.18,-0.766592305249897,step
9.728,0.32,0.18,-0.772111940109537,step
9.729,0.33,0.19,-0.777396718722327,step
9.73,0.33,0.18,-0.782451084082005,step
9.733,0.34,0.18,-0.787280012399895,step
9.736,0.35,0.17,-0.79188901882936,step
9.74,0.36,0.15,-0.796284164203436,step
9.741,0.37,0.12,-0.800472062659679,step
9.742,0.39,0.09,-0.804459889999614,step
9.746,0.41,0.07,-0.808255392605335,step
9.749,0.43,0.04,-0.811866896713447,step
9.751,0.45,0.02,-0.815303317827391,step
9.752,0.47,-0.01,-0.818574170033586,step
9.754,0.48,-0.03,-0.82168957497508,step
9.757,0.5,-0.05,-0.824660270228281,step
9.76,0.52,-0.07,-0.827497616823806,step
9.764,0.53,-0.08,-0.830213605651181,step
9.765,0.54,-0.09,-0.832820862489134,step
9.767,0.55,-0.1,-0.835332651408135,step
9.77,0.56,-0.11,-0.837762876299388,step
9.772,0.57,-0.12,-0.840126080294051,step
9.776,0.58,-0.13,-0.842437442847918,step
9.776,0.59,-0.12,-0.844712774279741,step
9.779,0.6,-0.12,-0.846968507565682,step
9.782,0.61,-0.11,-0.849221687207751,step
9.785,0.62,-0.1,-0.851489955010571,step
9.788,0.62,-0.09,-0.853791532618227,step
9.788,0.63,-0.08,-0.85614520068133,step
9.791,0.64,-0.08,-0.858570274543527,step
9.793,0.66,-0.08,-0.861086576356786,step
9.798,0.67,-0.09,-0.863714403556141,step
9.8,0.68,-0.11,-0.866474493647478,step
9.8,0.68,-0.14,-0.869387985286666,step
9.803,0.69,-0.16,-0.872476375654693,step
9.807,0.69,-0.19,-0.875761474161465,step
9.809,0.69,-0.21,-0.879265352539912,step
9.812,0.68,-0.25,-0.883010291421784,step
9.812,0.68,-0.26,-0.887018723516156,step
9.815,0.68,-0.28,-0.891313173540534,step
9.818,0.68,-0.3,-0.895916195081739,step
9.822,0.68,-0.31,-0.900850304588812,step
9.824,0.69,-0.32,-0.906137912722765,step
9.827,0.7,-0.33,-0.911801253308024,step
9.828,0.7,-0.32,-0.917862310147955,step
9.829,0.7,-0.31,-0.924342741982581,step
9.834,0.71,-0.28,-0.931263805880917,step
9.835,0.71,-0.25,-0.938646279374006,step
9.837,0.71,-0.22,-0.946510381647739,step
9.839,0.71,-0.18,-0.954875694126723,step
9.844,0.71,-0.14,-0.963761080790836,step
9.845,0.71,-0.11,-0.973184608574086,step
9.848,0.71,-0.08,-0.983163468200345,step
9.849,0.71,-0.06,-0.993713895812201,step
9.85,0.71,-0.05,-1.00485109574721,step
9.853,0.71,-0.04,-1.01658916481019,step
9.861,0.71,-0.03,-1.0289410183807,step
9.862,0.71,-0.01,-1.04191831868211,step
9.863,0.72,0,-1.05553140552234,step
9.863,0.73,0.03,-1.06978922979663,step
9.866,0.75,0.05,-1.08469929001975,step
9.869,0.76,0.09,-1.10026757212792,step
9.872,0.76,0.12,-1.11649849276149,step
9.872,0.77,0.16,-1.13339484620745,step
9.875,0.77,0.2,-1.15095775514814,step
9.877,0.76,0.24,-1.16918662532904,step
9.882,0.75,0.28,-1.18807910422709,step
9.884,0.73,0.32,-1.20763104377098,step
9.884,0.72,0.35,-1.22783646713843,step
9.887,0.7,0.37,-1.24868753963226,step
9.891,0.69,0.39,-1.2701745436181,step
9.894,0.68,0.4,-1.29228585749149,step
9.896,0.67,0.41,-1.31500793863126,step
9.896,0.66,0.41,-1.33832531028924,step
9.901,0.66,0.4,-1.36222055236333,step
9.902,0.65,0.39,-1.38667429600183,step
9.905,0.65,0.39,-1.41166522199084,step
9.908,0.64,0.38,-1.43717006288296,step
9.909,0.63,0.38,-1.46316360883404,step
9.911,0.62,0.38,-1.48961871712384,step
9.914,0.62,0.37,-1.51650632534657,step
9.918,0.61,0.37,-1.54379546826651,step
9.922,0.6,0.36,-1.57145329834444,step
9.922,0.6,0.35,-1.59944510994998,step
9.925,0.6,0.34,-1.62773436728609,step
9.926,0.6,0.33,-1.65628273606271,step
9.929,0.59,0.32,-1.68505011896807,step
9.933,0.6,0.31,-1.71399469499739,step
9.933,0.6,0.3,-1.74307296270943,step
9.936,0.61,0.29,-1.77223978749071,step
9.941,0.63,0.29,-1.80144845291517,step
9.942,0.65,0.29,-1.83065071629229,step
9.944,0.68,0.3,-1.85979686849919,step
9.945,0.7,0.32,-1.88883579819205,step
9.948,0.74,0.34,-1.91771506048956,step
9.95,0.77,0.36,-1.94638095021603,step
9.954,0.8,0.39,-1.97477857978462,step
9.958,0.82,0.4,-2.00285196179225,step
9.959,0.86,0.41,-2.03054409638695,step
9.959,0.89,0.43,-2.05779706345674,step
9.962,0.93,0.43,-2.08455211967639,step
9.966,0.96,0.43,-2.11074980043413,step
9.97,0.98,0.43,-2.1363300266445,step
9.97,1,0.43,-2.16123221643509,step
9.971,1.02,0.44,-2.18539540167324,step
9.979,1.03,0.45,-2.20875834927372,step
9.979,1.02,0.46,-2.23125968719872,step
9.979,1,0.48,-2.25283803502692,step
9.984,0.97,0.5,-2.27343213892803,step
9.984,0.94,0.53,-2.29298101083367,step
9.986,0.89,0.57,-2.31142407154408,step
10.003,0.83,0.6,-2.32870129745376,step
10.004,0.77,0.63,-2.34475337051844,step
10.005,0.7,0.65,-2.35952183102096,step
10.005,0.63,0.67,-2.37294923262775,step
10.005,0.58,0.68,-2.38497929916067,step
10.005,0.51,0.69,-2.3955570824446,step
10.005,0.46,0.69,-2.40462912052996,step
10.005,0.41,0.68,-2.41214359553462,step
10.008,0.36,0.68,-2.41805049030226,step
10.01,0.32,0.66,-2.42230174303677,step
10.013,0.28,0.64,-2.42485139904592,step
10.016,0.24,0.61,-2.42565575871247,step
10.018,0.2,0.58,-2.42467352080873,step
10.02,0.15,0.55,-2.42186592028058,step
10.025,0.11,0.51,-2.41719685964912,step
10.025,0.06,0.48,-2.41063303321329,step
10.028,0.02,0.44,-2.40214404328207,step
10.029,-0.03,0.4,-2.3917025077208,step
10.032,-0.07,0.35,-2.37928415815965,step
10.036,-0.11,0.28,-2.36486792828316,step
10.038,-0.14,0.21,-2.34843603169517,step
10.041,-0.17,0.12,-2.32997402893342,step
10.042,-0.19,0.01,-2.30947088329087,step
10.044,-0.22,-0.12,-2.286919005187,step
10.047,-0.25,-0.27,-2.2623142849211,step
10.05,-0.27,-0.44,-2.23565611373104,step
10.053,-0.29,-0.64,-2.20694739317456,step
10.053,-0.3,-0.85,-2.17619453294372,step
10.058,-0.32,-1.07,-2.14340743731575,step
10.058,-0.34,-1.3,-2.10859948053283,step
10.062,-0.35,-1.53,-2.07178747148718,step
10.064,-0.35,-1.73,-2.032991608165,step
10.065,-0.36,-1.91,-1.99223542237047,step
10.068,-0.36,-2.05,-1.94954571530796,step
10.071,-0.37,-2.15,-1.9049524846445,step
10.076,-0.39,-2.21,-1.85848884370348,step
10.076,-0.41,-2.25,-1.81019093345369,step
10.078,-0.41,-2.25,-1.76009782795277,step
10.08,-0.43,-2.25,-1.708251433883,step
10.083,-0.44,-2.22,-1.654696384779,step
10.086,-0.45,-2.19,-1.59947993049493,step
10.088,-0.45,-2.15,-1.5426518223948,step
10.089,-0.46,-2.1,-1.48426419467848,step
10.094,-0.47,-2.04,-1.42437144218113,step
10.095,-0.48,-1.98,-1.36303009490917,step
10.101,-0.49,-1.92,-1.30029868950525,step
10.101,-0.51,-1.85,-1.23623763777053,step
10.102,-0.52,-1.78,-1.17090909231822,step
10.104,-0.54,-1.71,-1.1043768093894,step
10.119,-0.56,-1.65,-1.03670600883252,step
10.12,-0.58,-1.59,-0.967963231231406,step
10.12,-0.59,-1.55,-0.898216192163579,step
10.121,-0.6,-1.5,-0.827533633578843,step
10.121,-0.6,-1.45,-0.755985172307678,step
10.121,-0.6,-1.4,-0.683641145736541,step
10.122,-0.59,-1.36,-0.61057245472227,step
10.125,-0.58,-1.31,-0.536850403858078,step
10.125,-0.56,-1.26,-0.462546539248018,step
10.128,-0.53,-1.2,-0.387732483994188,step
10.13,-0.51,-1.14,-0.312479771650719,step
10.134,-0.48,-1.06,-0.236859677949726,step
10.137,-0.44,-0.98,-0.160943051156061,step
10.137,-0.41,-0.89,-0.084800141459051,step
10.141,-0.37,-0.81,-0.008500429859838,step
10.144,-0.34,-0.72,0.06788754293797,step
10.146,-0.3,-0.62,0.144296347079423,step
10.149,-0.27,-0.53,0.220659832951523,step
10.151,-0.24,-0.43,0.296913298777391,step
10.152,-0.2,-0.34,0.372993655731659,step
10.155,-0.17,-0.25,0.448839589862778,step
10.157,-0.14,-0.16,0.52439172007752,step
10.16,-0.11,-0.08,0.599592751417807,step
10.161,-0.08,0,0.674387622840901,step
10.165,-0.05,0.09,0.748723648701824,step
10.167,-0.02,0.16,0.822550653132369,step
10.17,0.01,0.22,0.895821096514944,step
10.175,0.04,0.29,0.968490193262419,step
10.177,0.07,0.35,1.04051602013753,step
10.177,0.1,0.4,1.11185961437725,step
10.178,0.12,0.45,1.18248506092875,step
10.184,0.15,0.49,1.25235956815363,step
10.184,0.18,0.52,1.32145353141465,step
10.186,0.2,0.54,1.38974058402413,step
10.195,0.22,0.55,1.45719763510297,step
10.196,0.24,0.54,1.5238048939742,step
10.196,0.26,0.53,1.58954588079265,step
10.196,0.28,0.51,1.65440742319151,step
10.204,0.29,0.46,1.71837963880649,step
10.204,0.31,0.41,1.78145590361727,step
10.204,0.32,0.35,1.84363280612376,step
10.214,0.33,0.27,1.90491008745023,step
10.214,0.35,0.17,1.9652905675438,step
10.215,0.36,0.07,2.02478005770413,step
10.215,0.37,-0.05,2.08338725974839,step
10.215,0.37,-0.18,2.1411236521803,step
10.219,0.38,-0.32,2.19800336379314,step
10.22,0.39,-0.47,2.25404303519447,step
10.221,0.39,-0.63,2.30926166879501,step
10.223,0.4,-0.79,2.36368046785454,step
10.228,0.39,-0.95,2.41732266522481,step
10.229,0.39,-1.12,2.47021334247226,step
10.232,0.4,-1.29,2.52237924010295,step
10.234,0.4,-1.46,2.57384855964762,step
10.237,0.39,-1.63,2.62465075839772,step
10.24,0.4,-1.8,2.67481633761198,step
10.243,0.4,-1.97,2.72437662504022,step
10.245,0.4,-2.13,2.77336355263391,step
10.245,0.4,-2.29,2.82180943033396,step
10.248,0.41,-2.44,2.86974671684361,step
10.251,0.41,-2.59,2.91720778830844,step
10.254,0.4,-2.73,2.96422470583586,step
10.257,0.4,-2.86,3.01082898279329,step
10.257,0.4,-2.98,3.05705135282672,step
10.26,0.4,-3.1,3.10292153953957,step
10.264,0.4,-3.2,3.14846802876597,step
10.267,0.41,-3.29,3.19371784436315,step
10.27,0.41,-3.38,3.23869632843364,step
10.27,0.41,-3.46,3.28342692687165,step
10.272,0.42,-3.53,3.3279309811079,step
10.275,0.42,-3.59,3.37222752690466,step
10.279,0.44,-3.64,3.41633310102742,step
10.28,0.44,-3.68,3.46026155659205,step
10.282,0.45,-3.72,3.50402388785715,step
10.285,0.47,-3.74,3.54762806519949,step
10.287,0.48,-3.76,3.59107888097768,step
10.292,0.49,-3.78,3.63437780695407,step
10.292,0.5,-3.78,3.67752286390834,step
10.294,0.51,-3.79,3.72050850403834,step
10.296,0.53,-3.78,3.76332550670431,step
10.3,0.54,-3.77,3.80596088803259,step
10.303,0.55,-3.75,3.84839782485294,step
10.306,0.57,-3.73,3.89061559340093,step
10.307,0.58,-3.7,3.93258952317215,step
10.311,0.6,-3.66,3.97429096627039,step
10.312,0.62,-3.62,4.01568728254541,step
10.315,0.63,-3.58,4.05674184076977,step
10.317,0.65,-3.52,4.09741403605607,step
10.317,0.67,-3.47,4.13765932366732,step
10.32,0.69,-3.41,4.17742926932349,step
10.324,0.7,-3.35,4.21667161605648,step
10.326,0.72,-3.28,4.25533036761479,step
10.328,0.73,-3.21,4.29334588836686,step
10.329,0.74,-3.14,4.33065501959928,step
10.332,0.75,-3.07,4.36719121205267,step
10.334,0.76,-2.99,4.40288467448411,step
10.338,0.76,-2.92,4.43766253799062,step
10.346,0.76,-2.85,4.47144903577411,step
10.347,0.76,-2.77,4.504165697973,step
10.348,0.76,-2.7,4.53573156113141,step
10.348,0.75,-2.64,4.56606339182089,step
10.35,0.74,-2.56,4.59507592387515,step
10.352,0.74,-2.49,4.62268210864228,step
10.354,0.73,-2.42,4.64879337760509,step
10.366,0.71,-2.35,4.6733199166656,step
10.366,0.7,-2.29,4.69617095133722,step
10.367,0.7,-2.22,4.71725504203613,step
10.367,0.69,-2.16,4.73648038861297,step
10.367,0.68,-2.1,4.75375514321661,step
10.368,0.67,-2.04,4.76898773053469,step
10.371,0.66,-1.99,4.78208717440975,step
10.375,0.65,-1.94,4.7929634297864,step
10.377,0.64,-1.89,4.80152771890374,step
10.378,0.64,-1.85,4.80769287060796,step
10.38,0.64,-1.8,4.81137366162293,step
10.384,0.63,-1.76,4.8124871585829,swing
10.387,0.63,-1.71,4.81095305959913,swing
10.391,0.62,-1.67,4.80669403410502,swing
10.395,0.62,-1.63,4.79963605969958,swing
10.396,0.61,-1.59,4.78970875469001,swing
10.396,0.61,-1.56,4.77684570501924,swing
10.399,0.6,-1.52,4.76098478425487,swing
10.401,0.59,-1.49,4.74206846531126,swing
10.402,0.58,-1.45,4.72004412257738,swing
10.405,0.58,-1.41,4.69486432312908,swing
10.408,0.57,-1.36,4.66648710571701,swing
10.411,0.57,-1.3,4.63487624623914,swing
10.412,0.57,-1.23,4.60000150843185,swing
10.415,0.57,-1.16,4.56183887854254,swing
10.418,0.57,-1.08,4.52037078278246,swing
10.419,0.57,-1,4.47558628639805,swing
10.424,0.57,-0.91,4.42748127324378,swing
10.424,0.58,-0.82,4.37605860478738,swing
10.427,0.59,-0.71,4.32132825753012,swing
10.429,0.6,-0.6,4.26330743787985,swing
10.432,0.61,-0.49,4.20202067357336,swing
10.435,0.63,-0.37,4.13749988080775,swing
10.437,0.66,-0.25,4.0697844063088,swing
10.44,0.68,-0.14,3.99892104363748,swing
10.441,0.69,-0.04,3.92496402311583,swing
10.444,0.71,0.06,3.84797497483945,swing
10.448,0.71,0.15,3.76802286433655,swing
10.449,0.71,0.23,3.68518390053312,swing
10.45,0.7,0.3,3.59954141578967,swing
10.453,0.69,0.37,3.51118571788694,swing
10.457,0.68,0.43,3.42021391395686,swing
10.461,0.66,0.5,3.32672970647961,swing
10.461,0.64,0.56,3.23084316160014,swing
10.463,0.61,0.62,3.13267045015547,swing
10.465,0.57,0.68,3.0323335619503,swing
10.468,0.53,0.76,2.92995999397057,swing
10.47,0.47,0.83,2.82568241338318,swing
10.478,0.41,0.91,2.71963829633448,swing
10.478,0.33,1,2.61196954372822,swing
10.479,0.26,1.11,2.50282207533474,swing
10.479,0.17,1.2,2.39234540375459,swing
10.482,0.09,1.3,2.28069218992901,swing
10.484,0.01,1.39,2.16801778205376,swing
10.486,-0.06,1.47,2.05447973990882,swing
10.493,-0.12,1.53,1.94023734676167,swing
10.494,-0.16,1.56,1.82545111113462,swing
10.494,-0.19,1.57,1.71028226084436,swing
10.496,-0.2,1.55,1.59489223182439,swing
10.498,-0.2,1.5,1.4794421543252,swing
10.5,-0.2,1.43,1.36409233915385,swing
10.503,-0.19,1.34,1.24900176666166,swing
10.507,-0.18,1.24,1.13432758121653,swing
10.509,-0.17,1.13,1.02022459390363,swing
10.509,-0.18,1.03,0.90684479618497,swing
10.512,-0.2,0.92,0.794336887214577,swing
10.516,-0.22,0.82,0.682845817451266,swing
10.519,-0.27,0.73,0.572512351136117,swing
10.52,-0.32,0.64,0.463472650105307,swing
10.523,-0.38,0.58,0.355857881291414,swing
10.524,-0.44,0.51,0.249793850126832,swing
10.528,-0.5,0.46,0.145400661901831,swing
10.531,-0.56,0.41,0.042792412947485,swing
10.532,-0.6,0.37,-0.057923086688716,swing
10.535,-0.63,0.34,-0.156644557627298,swing
10.537,-0.65,0.31,-0.253277461389879,swing
10.541,-0.66,0.29,-0.347734175517181,swing
10.541,-0.66,0.27,-0.439934132864306,swing
10.544,-0.65,0.26,-0.529803924626894,swing
10.546,-0.63,0.25,-0.617277366915186,swing
10.549,-0.61,0.25,-0.702295530955241,swing
10.552,-0.59,0.26,-0.784806737254354,swing
10.556,-0.58,0.28,-0.864766514317726,swing
10.558,-0.55,0.31,-0.942137522742957,swing
10.559,-0.55,0.34,-1.01688944574546,swing
10.56,-0.54,0.39,-1.0889988473797,swing
10.564,-0.54,0.44,-1.15844899991688,swing
10.566,-0.55,0.51,-1.22522968201864,swing
10.568,-0.56,0.59,-1.28933694950792,swing
10.57,-0.58,0.67,-1.35077288068268,swing
10.574,-0.6,0.76,-1.4095452982455,swing
10.576,-0.63,0.87,-1.46566747003287,swing
10.578,-0.66,0.97,-1.51915779082344,swing
10.58,-0.69,1.07,-1.57003944758504,swing
10.582,-0.72,1.17,-1.61834007058798,swing
10.585,-0.74,1.27,-1.66409137286837,swing
10.592,-0.75,1.36,-1.70732878057125,swing
10.593,-0.76,1.43,-1.74809105674082,swing
10.593,-0.77,1.5,-1.78641992115607,swing
10.594,-0.77,1.57,-1.82235966883477,swing
10.597,-0.76,1.63,-1.8559567898487,swing
10.6,-0.76,1.69,-1.88725959310827,swing
10.602,-0.73,1.75,-1.91631783678583,swing
10.611,-0.69,1.82,-1.94318236805416,swing
10.611,-0.63,1.91,-1.96790477481978,swing
10.612,-0.55,2.01,-1.99053705212907,swing
10.615,-0.43,2.14,-2.01113128591572,swing
10.616,-0.26,2.35,-2.02973935673573,swing
10.617,0.01,2.67,-2.04641266609235,swing
10.619,0.36,3.1,-2.06120188787553,swing
10.621,0.74,3.56,-2.07415674731324,swing
10.627,1.07,3.89,-2.08532582963412,swing
10.628,1.33,3.93,-2.09475642035347,swing
10.629,1.52,3.72,-2.10249437870166,swing
10.631,1.62,3.41,-2.10858404521041,swing
10.632,1.53,3.06,-2.11306818387026,swing
10.636,1.19,2.66,-2.11598795859875,swing
10.642,0.64,2.25,-2.11738294305291,step
10.643,0.03,1.79,-2.11729116212741,step
10.643,-0.47,1.3,-2.1157491628443,step
10.645,-0.82,0.88,-2.11279211180161,step
10.649,-1.06,0.56,-2.10845391593014,step
10.651,-1.23,0.31,-2.10276736302302,step
10.653,-1.36,0.05,-2.09576427834297,step
10.657,-1.48,-0.27,-2.08747569356435,step
10.658,-1.57,-0.62,-2.0779320243499,step
10.66,-1.64,-0.98,-2.06716325297691,step
10.664,-1.7,-1.31,-2.05519911260052,step
10.665,-1.73,-1.57,-2.0420692699581,step
10.667,-1.73,-1.78,-2.02780350357067,step
10.669,-1.7,-1.94,-2.01243187477394,step
10.674,-1.65,-2.05,-1.99598488920629,step
10.675,-1.58,-2.14,-1.97849364668369,step
10.676,-1.49,-2.22,-1.95998997769556,step
10.678,-1.38,-2.3,-1.94050656505071,step
10.681,-1.27,-2.39,-1.92007704948391,step
10.683,-1.17,-2.5,-1.89873611829422,step
10.685,-1.09,-2.62,-1.87651957632555,step
10.69,-1.05,-2.73,-1.85346439881659,step
10.692,-1.03,-2.83,-1.82960876584441,step
10.693,-1.05,-2.91,-1.80499207826803,step
10.697,-1.07,-2.91,-1.77965495524945,step
10.698,-1.1,-2.86,-1.75363921359405,step
10.701,-1.14,-2.75,-1.72698782931265,step
10.703,-1.16,-2.58,-1.69974488196259,step
10.708,-1.16,-2.35,-1.67195548247463,step
10.709,-1.15,-2.07,-1.64366568531199,step
10.711,-1.11,-1.78,-1.61492238593533,step
10.713,-1.03,-1.48,-1.58577320466023,step
10.714,-0.94,-1.17,-1.55626635809063,step
10.717,-0.85,-0.86,-1.52645051939176,step
10.723,-0.75,-0.56,-1.49637466873203,step
10.724,-0.65,-0.25,-1.46608793527558,step
10.726,-0.56,0.05,-1.43563943214957,step
10.728,-0.49,0.35,-1.40507808584526,step
10.729,-0.44,0.63,-1.37445246153976,step
10.734,-0.42,0.91,-1.34381058584954,step
10.736,-0.43,1.16,-1.31319976854444,step
10.737,-0.45,1.41,-1.28266642476334,step
10.745,-0.49,1.63,-1.25225589927672,step
10.747,-0.53,1.83,-1.22201229433607,step
10.747,-0.58,1.99,-1.19197830263316,step
10.755,-0.62,2.13,-1.16219504686196,step
10.756,-0.66,2.22,-1.13270192733031,step
10.756,-0.69,2.26,-1.10353647900591,step
10.757,-0.71,2.27,-1.07473423930173,step
10.765,-0.73,2.24,-1.04632862780966,step
10.765,-0.73,2.16,-1.01835083907892,step
10.766,-0.72,2.05,-0.990829749409674,step
10.766,-0.71,1.89,-0.96379183849259,step
10.766,-0.7,1.71,-0.937261126575477,step
10.769,-0.68,1.5,-0.911259127680051,step
10.771,-0.67,1.27,-0.885804819227877,step
10.775,-0.65,1.05,-0.860914628266504,step
10.776,-0.64,0.83,-0.836602434315843,step
10.777,-0.64,0.62,-0.812879588682047,step
10.782,-0.64,0.43,-0.78975494991225,step
10.782,-0.65,0.25,-0.767234934889432,step
10.785,-0.65,0.09,-0.745323584893935,step
10.786,-0.66,-0.05,-0.724022645789221,step
10.79,-0.65,-0.17,-0.70333166132802,step
10.793,-0.65,-0.24,-0.683248078425566,step
10.796,-0.64,-0.28,-0.663767363114395,step
10.796,-0.64,-0.28,-0.644883125785404,step
10.799,-0.63,-0.24,-0.626587254237417,step
10.801,-0.62,-0.19,-0.608870053006344,step
10.807,-0.6,-0.13,-0.591720387427214,step
10.809,-0.57,-0.08,-0.575125830898416,step
10.809,-0.55,-0.06,-0.559072813865429,step
10.811,-0.51,-0.05,-0.543546773117896,step
10.814,-0.47,-0.04,-0.528532300094271,step
10.817,-0.43,-0.04,-0.514013287007019,step
10.82,-0.39,-0.03,-0.499973069732519,step
10.824,-0.36,-0.02,-0.486394566548106,step
10.825,-0.33,0.01,-0.473260411939603,step
10.827,-0.31,0.04,-0.46055308484267,step
10.829,-0.3,0.09,-0.448255030817226,step
10.831,-0.3,0.15,-0.436348777783036,step
10.833,-0.3,0.21,-0.424817045063575,step
10.835,-0.31,0.27,-0.413642845591791,step
10.838,-0.32,0.33,-0.402809581223392,step
10.841,-0.33,0.39,-0.392301131179812,step
10.845,-0.34,0.44,-0.382101933703568,step
10.845,-0.36,0.48,-0.372197061053821,step
10.847,-0.37,0.5,-0.362572288000357,step
10.849,-0.37,0.53,-0.353214153991693,step
10.853,-0.37,0.54,-0.344110019179785,step
10.857,-0.37,0.56,-0.335248114482239,step
10.859,-0.36,0.56,-0.326617585855021,step
10.859,-0.35,0.56,-0.318208532936091,step
10.863,-0.34,0.55,-0.310012042204717,step
10.865,-0.32,0.54,-0.302020214783743,step
